kind,item_id,ref_id,stratum,memory_type,query,target,answer,contexts,verifier_hint,verdict,used
claim,JCAL-022,c6,high_risk,procedural,我常说的「往后挪挪」是什么意思？,这表明您希望将某些任务的时间安排向后推迟，同时避免在特定日期（如周三）进行。,"您常说的「往后挪挪」是指希望将某些任务的时间安排向后推迟。例如，在第16周和第8周，您都提出了类似的修订意见。

具体来说：
- 第16周：用户提出3条修订：“往后挪挪”、“别排周三”、“教员换成孙军”
- 第8周：用户提出3条修订：“往后挪挪”、“别排周三”、“教员换成孙军”

这表明您希望将某些任务的时间安排向后推迟，同时避免在特定日期（如周三）进行。","[1] epi:epi_ebf601f96bf93ab40301adf5 :: 第 16 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军
[2] epi:epi_afac66dc85cbd07220d6fc89 :: 第 8 周用户提出 3 条修订：往后挪挪、别排周三、教员换成孙军
[3] rule:1.3.0:14 :: 约束14·任务唯一性（R0，线性 + 去重）：同一人员与同一课目子任务的组合，在满足频率要求后不得重复安排。
[4] epi:epi_3484421eff2fb0a6e145f49c :: 第 18 周用户提出 3 条修订：何超少排一次、间隔拉开一点、IFR 那门课先停
[5] epi:epi_6ab6410bfa90ad13e6ccb11c :: 第 2 周用户提出 3 条修订：何超少排一次、间隔拉开一点、IFR 那门课先停",有出处,,
claim,JCAL-023,c2,high_risk,semantic,哪几门课目的频率是 14 天一次？,- missionG-1（特技飞行）属 G 类，时长 35 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 SAB，机型 JL-9，先修 A类、F类,"检索到以下相关内容：
- missionG-1（特技飞行）属 G 类，时长 35 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 SAB，机型 JL-9，先修 A类、F类
- missionH-1（低空突防）属 H 类，时长 50 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 RT1，机型 JL-9，先修 B类
- missionD-1（轰炸与射击）属 D 类，时长 26 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 RNG，机型 JL-9，先修 B类、C类
- missionE-1（空战机动）属 E 类，时长 46 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 C类
- missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1","[1] ent:mission:missionG-1 :: missionG-1（特技飞行）属 G 类，时长 35 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 SAB，机型 JL-9，先修 A类、F类
[2] ent:mission:missionH-1 :: missionH-1（低空突防）属 H 类，时长 50 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 RT1，机型 JL-9，先修 B类
[3] ent:mission:missionD-1 :: missionD-1（轰炸与射击）属 D 类，时长 26 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 RNG，机型 JL-9，先修 B类、C类
[4] ent:mission:missionE-1 :: missionE-1（空战机动）属 E 类，时长 46 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 C类
[5] ent:mission:missionE-2 :: missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1",有出处,,
claim,JCAL-023,c3,high_risk,semantic,哪几门课目的频率是 14 天一次？,- missionH-1（低空突防）属 H 类，时长 50 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 RT1，机型 JL-9，先修 B类,"检索到以下相关内容：
- missionG-1（特技飞行）属 G 类，时长 35 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 SAB，机型 JL-9，先修 A类、F类
- missionH-1（低空突防）属 H 类，时长 50 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 RT1，机型 JL-9，先修 B类
- missionD-1（轰炸与射击）属 D 类，时长 26 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 RNG，机型 JL-9，先修 B类、C类
- missionE-1（空战机动）属 E 类，时长 46 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 C类
- missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1","[1] ent:mission:missionG-1 :: missionG-1（特技飞行）属 G 类，时长 35 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 SAB，机型 JL-9，先修 A类、F类
[2] ent:mission:missionH-1 :: missionH-1（低空突防）属 H 类，时长 50 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 RT1，机型 JL-9，先修 B类
[3] ent:mission:missionD-1 :: missionD-1（轰炸与射击）属 D 类，时长 26 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 RNG，机型 JL-9，先修 B类、C类
[4] ent:mission:missionE-1 :: missionE-1（空战机动）属 E 类，时长 46 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 C类
[5] ent:mission:missionE-2 :: missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1",有出处,,
claim,JCAL-023,c4,high_risk,semantic,哪几门课目的频率是 14 天一次？,- missionD-1（轰炸与射击）属 D 类，时长 26 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 RNG，机型 JL-9，先修 B类、C类,"检索到以下相关内容：
- missionG-1（特技飞行）属 G 类，时长 35 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 SAB，机型 JL-9，先修 A类、F类
- missionH-1（低空突防）属 H 类，时长 50 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 RT1，机型 JL-9，先修 B类
- missionD-1（轰炸与射击）属 D 类，时长 26 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 RNG，机型 JL-9，先修 B类、C类
- missionE-1（空战机动）属 E 类，时长 46 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 C类
- missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1","[1] ent:mission:missionG-1 :: missionG-1（特技飞行）属 G 类，时长 35 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 SAB，机型 JL-9，先修 A类、F类
[2] ent:mission:missionH-1 :: missionH-1（低空突防）属 H 类，时长 50 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 RT1，机型 JL-9，先修 B类
[3] ent:mission:missionD-1 :: missionD-1（轰炸与射击）属 D 类，时长 26 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 RNG，机型 JL-9，先修 B类、C类
[4] ent:mission:missionE-1 :: missionE-1（空战机动）属 E 类，时长 46 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 C类
[5] ent:mission:missionE-2 :: missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1",有出处,,
claim,JCAL-023,c5,high_risk,semantic,哪几门课目的频率是 14 天一次？,- missionE-1（空战机动）属 E 类，时长 46 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 C类,"检索到以下相关内容：
- missionG-1（特技飞行）属 G 类，时长 35 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 SAB，机型 JL-9，先修 A类、F类
- missionH-1（低空突防）属 H 类，时长 50 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 RT1，机型 JL-9，先修 B类
- missionD-1（轰炸与射击）属 D 类，时长 26 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 RNG，机型 JL-9，先修 B类、C类
- missionE-1（空战机动）属 E 类，时长 46 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 C类
- missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1","[1] ent:mission:missionG-1 :: missionG-1（特技飞行）属 G 类，时长 35 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 SAB，机型 JL-9，先修 A类、F类
[2] ent:mission:missionH-1 :: missionH-1（低空突防）属 H 类，时长 50 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 RT1，机型 JL-9，先修 B类
[3] ent:mission:missionD-1 :: missionD-1（轰炸与射击）属 D 类，时长 26 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 RNG，机型 JL-9，先修 B类、C类
[4] ent:mission:missionE-1 :: missionE-1（空战机动）属 E 类，时长 46 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 C类
[5] ent:mission:missionE-2 :: missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1",有出处,,
claim,JCAL-023,c6,high_risk,semantic,哪几门课目的频率是 14 天一次？,- missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1,"检索到以下相关内容：
- missionG-1（特技飞行）属 G 类，时长 35 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 SAB，机型 JL-9，先修 A类、F类
- missionH-1（低空突防）属 H 类，时长 50 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 RT1，机型 JL-9，先修 B类
- missionD-1（轰炸与射击）属 D 类，时长 26 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 RNG，机型 JL-9，先修 B类、C类
- missionE-1（空战机动）属 E 类，时长 46 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 C类
- missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1","[1] ent:mission:missionG-1 :: missionG-1（特技飞行）属 G 类，时长 35 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 SAB，机型 JL-9，先修 A类、F类
[2] ent:mission:missionH-1 :: missionH-1（低空突防）属 H 类，时长 50 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 RT1，机型 JL-9，先修 B类
[3] ent:mission:missionD-1 :: missionD-1（轰炸与射击）属 D 类，时长 26 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 RNG，机型 JL-9，先修 B类、C类
[4] ent:mission:missionE-1 :: missionE-1（空战机动）属 E 类，时长 46 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 C类
[5] ent:mission:missionE-2 :: missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1",有出处,,
context,JCAL-023,ent:mission:missionG-1,high_risk,semantic,哪几门课目的频率是 14 天一次？,missionG-1（特技飞行）属 G 类，时长 35 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 SAB，机型 JL-9，先修 A类、F类,"检索到以下相关内容：
- missionG-1（特技飞行）属 G 类，时长 35 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 SAB，机型 JL-9，先修 A类、F类
- missionH-1（低空突防）属 H 类，时长 50 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 RT1，机型 JL-9，先修 B类
- missionD-1（轰炸与射击）属 D 类，时长 26 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 RNG，机型 JL-9，先修 B类、C类
- missionE-1（空战机动）属 E 类，时长 46 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 C类
- missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1","[1] ent:mission:missionG-1 :: missionG-1（特技飞行）属 G 类，时长 35 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 SAB，机型 JL-9，先修 A类、F类
[2] ent:mission:missionH-1 :: missionH-1（低空突防）属 H 类，时长 50 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 RT1，机型 JL-9，先修 B类
[3] ent:mission:missionD-1 :: missionD-1（轰炸与射击）属 D 类，时长 26 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 RNG，机型 JL-9，先修 B类、C类
[4] ent:mission:missionE-1 :: missionE-1（空战机动）属 E 类，时长 46 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 C类
[5] ent:mission:missionE-2 :: missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1",,,
context,JCAL-023,ent:mission:missionH-1,high_risk,semantic,哪几门课目的频率是 14 天一次？,missionH-1（低空突防）属 H 类，时长 50 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 RT1，机型 JL-9，先修 B类,"检索到以下相关内容：
- missionG-1（特技飞行）属 G 类，时长 35 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 SAB，机型 JL-9，先修 A类、F类
- missionH-1（低空突防）属 H 类，时长 50 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 RT1，机型 JL-9，先修 B类
- missionD-1（轰炸与射击）属 D 类，时长 26 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 RNG，机型 JL-9，先修 B类、C类
- missionE-1（空战机动）属 E 类，时长 46 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 C类
- missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1","[1] ent:mission:missionG-1 :: missionG-1（特技飞行）属 G 类，时长 35 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 SAB，机型 JL-9，先修 A类、F类
[2] ent:mission:missionH-1 :: missionH-1（低空突防）属 H 类，时长 50 分钟，周期 20 周，频率每 14 天 1 次，带飞 是，空域 RT1，机型 JL-9，先修 B类
[3] ent:mission:missionD-1 :: missionD-1（轰炸与射击）属 D 类，时长 26 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 RNG，机型 JL-9，先修 B类、C类
[4] ent:mission:missionE-1 :: missionE-1（空战机动）属 E 类，时长 46 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 C类
[5] ent:mission:missionE-2 :: missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1",,,
claim,JCAL-024,c1,high_risk,procedural,「先把阻塞项解开」这个说法我用过几次？,您在第 15 周和第 7 周都提出了“先把阻塞项解开”这一说法，共使用了两次。,您在第 15 周和第 7 周都提出了“先把阻塞项解开”这一说法，共使用了两次。,"[1] epi:epi_027681d041c23da295f83ff7 :: 第 15 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
[2] epi:epi_0fc5ace24b6fa635632cb959 :: 第 7 周用户提出 3 条修订：周末不排、带飞教员固定一个、先把阻塞项解开
[3] epi:epi_3358405f4db6fa480899d93d :: 第 16 周排班会话：共 13 架次（8 带飞 / 5 单飞），阻塞项 2 条
[4] epi:epi_13a83f0056fbd74a0d13b5cd :: 第 15 周排班会话：共 12 架次（7 带飞 / 5 单飞），阻塞项 2 条
[5] epi:epi_3484421eff2fb0a6e145f49c :: 第 18 周用户提出 3 条修订：何超少排一次、间隔拉开一点、IFR 那门课先停",有出处,,
claim,JCAL-025,c1,high_risk,procedural,我的松弛偏好是保守还是激进？,根据检索到的内容，你的松弛偏好是偏向保守的。,"根据检索到的内容，你的松弛偏好是偏向保守的。具体来看：

- 多数周（第 4、7、5、1 周）的松弛档设置为 Tier 0。
- 只有在第 10 周时，松弛档被设置为 Tier 1。

因此，可以判断你的松弛偏好更倾向于保守。","[1] epi:epi_ea514feb26d652432f3129cc :: 第 4 周方案由张主任批准，松弛档 Tier 0
[2] epi:epi_cfdb4ff118122cc1ab3e1ae2 :: 第 7 周方案由张主任批准，松弛档 Tier 0
[3] epi:epi_b4b6bd4c42b75e195d033577 :: 第 5 周方案由李科长批准，松弛档 Tier 0
[4] epi:epi_950ee253e221def0c3e71536 :: 第 10 周方案由张主任批准，松弛档 Tier 1
[5] epi:epi_4094f1cd74df2960adcba4dc :: 第 1 周方案由张主任批准，松弛档 Tier 0",有出处,,
claim,JCAL-025,c3,high_risk,procedural,我的松弛偏好是保守还是激进？,- 多数周（第 4、7、5、1 周）的松弛档设置为 Tier 0。,"根据检索到的内容，你的松弛偏好是偏向保守的。具体来看：

- 多数周（第 4、7、5、1 周）的松弛档设置为 Tier 0。
- 只有在第 10 周时，松弛档被设置为 Tier 1。

因此，可以判断你的松弛偏好更倾向于保守。","[1] epi:epi_ea514feb26d652432f3129cc :: 第 4 周方案由张主任批准，松弛档 Tier 0
[2] epi:epi_cfdb4ff118122cc1ab3e1ae2 :: 第 7 周方案由张主任批准，松弛档 Tier 0
[3] epi:epi_b4b6bd4c42b75e195d033577 :: 第 5 周方案由李科长批准，松弛档 Tier 0
[4] epi:epi_950ee253e221def0c3e71536 :: 第 10 周方案由张主任批准，松弛档 Tier 1
[5] epi:epi_4094f1cd74df2960adcba4dc :: 第 1 周方案由张主任批准，松弛档 Tier 0",有出处,,
claim,JCAL-025,c4,high_risk,procedural,我的松弛偏好是保守还是激进？,- 只有在第 10 周时，松弛档被设置为 Tier 1。,"根据检索到的内容，你的松弛偏好是偏向保守的。具体来看：

- 多数周（第 4、7、5、1 周）的松弛档设置为 Tier 0。
- 只有在第 10 周时，松弛档被设置为 Tier 1。

因此，可以判断你的松弛偏好更倾向于保守。","[1] epi:epi_ea514feb26d652432f3129cc :: 第 4 周方案由张主任批准，松弛档 Tier 0
[2] epi:epi_cfdb4ff118122cc1ab3e1ae2 :: 第 7 周方案由张主任批准，松弛档 Tier 0
[3] epi:epi_b4b6bd4c42b75e195d033577 :: 第 5 周方案由李科长批准，松弛档 Tier 0
[4] epi:epi_950ee253e221def0c3e71536 :: 第 10 周方案由张主任批准，松弛档 Tier 1
[5] epi:epi_4094f1cd74df2960adcba4dc :: 第 1 周方案由张主任批准，松弛档 Tier 0",有出处,,
claim,JCAL-025,c5,high_risk,procedural,我的松弛偏好是保守还是激进？,因此，可以判断你的松弛偏好更倾向于保守。,"根据检索到的内容，你的松弛偏好是偏向保守的。具体来看：

- 多数周（第 4、7、5、1 周）的松弛档设置为 Tier 0。
- 只有在第 10 周时，松弛档被设置为 Tier 1。

因此，可以判断你的松弛偏好更倾向于保守。","[1] epi:epi_ea514feb26d652432f3129cc :: 第 4 周方案由张主任批准，松弛档 Tier 0
[2] epi:epi_cfdb4ff118122cc1ab3e1ae2 :: 第 7 周方案由张主任批准，松弛档 Tier 0
[3] epi:epi_b4b6bd4c42b75e195d033577 :: 第 5 周方案由李科长批准，松弛档 Tier 0
[4] epi:epi_950ee253e221def0c3e71536 :: 第 10 周方案由张主任批准，松弛档 Tier 1
[5] epi:epi_4094f1cd74df2960adcba4dc :: 第 1 周方案由张主任批准，松弛档 Tier 0",有出处,,
claim,JCAL-026,c1,regular,semantic,刘斌现在能排 missionE-2 吗？,刘斌（P04）具备成熟飞行员身份，并且拥有 E 类单飞资质，可以执行 missionE-2（空战机动）。,刘斌（P04）具备成熟飞行员身份，并且拥有 E 类单飞资质，可以执行 missionE-2（空战机动）。因此，他现在能够排 missionE-2。,"[1] pg:persons:P04 :: 刘斌（P04）身份为成熟飞行员，可飞机型 JL-8、JL-9；资质：A类/单飞、B类/单飞、C类/单飞/到期 2026-01-07、D类/单飞、E类/单飞、F类/单飞、G类/单飞、H类/单飞
[2] pg:missions:missionE-2 :: missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1
[3] epi:epi_1720281e44f1a3be422b1b49 :: 第 15 周 missionG-1 因刘斌复训占用了同一时段推迟到下周
[4] epi:epi_dc671c59affd457aad973cfe :: 第 7 周 missionG-1 因刘斌复训占用了同一时段推迟到下周
[5] ent:mission:missionE-2 :: missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1
[6] epi:epi_ef4d3841af77f5ce770ba49e :: 第 12 周用户提出 3 条修订：刘斌的复训优先、学员的 A 类别漏、晚点飞
[7] epi:epi_4638ba546adbce9922dc6a75 :: 第 4 周用户提出 3 条修订：刘斌的复训优先、学员的 A 类别漏、晚点飞",有出处,,
claim,JCAL-026,c2,regular,semantic,刘斌现在能排 missionE-2 吗？,因此，他现在能够排 missionE-2。,刘斌（P04）具备成熟飞行员身份，并且拥有 E 类单飞资质，可以执行 missionE-2（空战机动）。因此，他现在能够排 missionE-2。,"[1] pg:persons:P04 :: 刘斌（P04）身份为成熟飞行员，可飞机型 JL-8、JL-9；资质：A类/单飞、B类/单飞、C类/单飞/到期 2026-01-07、D类/单飞、E类/单飞、F类/单飞、G类/单飞、H类/单飞
[2] pg:missions:missionE-2 :: missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1
[3] epi:epi_1720281e44f1a3be422b1b49 :: 第 15 周 missionG-1 因刘斌复训占用了同一时段推迟到下周
[4] epi:epi_dc671c59affd457aad973cfe :: 第 7 周 missionG-1 因刘斌复训占用了同一时段推迟到下周
[5] ent:mission:missionE-2 :: missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1
[6] epi:epi_ef4d3841af77f5ce770ba49e :: 第 12 周用户提出 3 条修订：刘斌的复训优先、学员的 A 类别漏、晚点飞
[7] epi:epi_4638ba546adbce9922dc6a75 :: 第 4 周用户提出 3 条修订：刘斌的复训优先、学员的 A 类别漏、晚点飞",有出处,,
context,JCAL-026,pg:persons:P04,regular,semantic,刘斌现在能排 missionE-2 吗？,刘斌（P04）身份为成熟飞行员，可飞机型 JL-8、JL-9；资质：A类/单飞、B类/单飞、C类/单飞/到期 2026-01-07、D类/单飞、E类/单飞、F类/单飞、G类/单飞、H类/单飞,刘斌（P04）具备成熟飞行员身份，并且拥有 E 类单飞资质，可以执行 missionE-2（空战机动）。因此，他现在能够排 missionE-2。,"[1] pg:persons:P04 :: 刘斌（P04）身份为成熟飞行员，可飞机型 JL-8、JL-9；资质：A类/单飞、B类/单飞、C类/单飞/到期 2026-01-07、D类/单飞、E类/单飞、F类/单飞、G类/单飞、H类/单飞
[2] pg:missions:missionE-2 :: missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1
[3] epi:epi_1720281e44f1a3be422b1b49 :: 第 15 周 missionG-1 因刘斌复训占用了同一时段推迟到下周
[4] epi:epi_dc671c59affd457aad973cfe :: 第 7 周 missionG-1 因刘斌复训占用了同一时段推迟到下周
[5] ent:mission:missionE-2 :: missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1
[6] epi:epi_ef4d3841af77f5ce770ba49e :: 第 12 周用户提出 3 条修订：刘斌的复训优先、学员的 A 类别漏、晚点飞
[7] epi:epi_4638ba546adbce9922dc6a75 :: 第 4 周用户提出 3 条修订：刘斌的复训优先、学员的 A 类别漏、晚点飞",,,
context,JCAL-026,pg:missions:missionE-2,regular,semantic,刘斌现在能排 missionE-2 吗？,missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1,刘斌（P04）具备成熟飞行员身份，并且拥有 E 类单飞资质，可以执行 missionE-2（空战机动）。因此，他现在能够排 missionE-2。,"[1] pg:persons:P04 :: 刘斌（P04）身份为成熟飞行员，可飞机型 JL-8、JL-9；资质：A类/单飞、B类/单飞、C类/单飞/到期 2026-01-07、D类/单飞、E类/单飞、F类/单飞、G类/单飞、H类/单飞
[2] pg:missions:missionE-2 :: missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1
[3] epi:epi_1720281e44f1a3be422b1b49 :: 第 15 周 missionG-1 因刘斌复训占用了同一时段推迟到下周
[4] epi:epi_dc671c59affd457aad973cfe :: 第 7 周 missionG-1 因刘斌复训占用了同一时段推迟到下周
[5] ent:mission:missionE-2 :: missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1
[6] epi:epi_ef4d3841af77f5ce770ba49e :: 第 12 周用户提出 3 条修订：刘斌的复训优先、学员的 A 类别漏、晚点飞
[7] epi:epi_4638ba546adbce9922dc6a75 :: 第 4 周用户提出 3 条修订：刘斌的复训优先、学员的 A 类别漏、晚点飞",,,
context,JCAL-026,ent:mission:missionE-2,regular,semantic,刘斌现在能排 missionE-2 吗？,missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1,刘斌（P04）具备成熟飞行员身份，并且拥有 E 类单飞资质，可以执行 missionE-2（空战机动）。因此，他现在能够排 missionE-2。,"[1] pg:persons:P04 :: 刘斌（P04）身份为成熟飞行员，可飞机型 JL-8、JL-9；资质：A类/单飞、B类/单飞、C类/单飞/到期 2026-01-07、D类/单飞、E类/单飞、F类/单飞、G类/单飞、H类/单飞
[2] pg:missions:missionE-2 :: missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1
[3] epi:epi_1720281e44f1a3be422b1b49 :: 第 15 周 missionG-1 因刘斌复训占用了同一时段推迟到下周
[4] epi:epi_dc671c59affd457aad973cfe :: 第 7 周 missionG-1 因刘斌复训占用了同一时段推迟到下周
[5] ent:mission:missionE-2 :: missionE-2（空战机动）属 E 类，时长 69 分钟，周期 16 周，频率每 7 天 1 次，带飞 是，空域 SAA，机型 JL-9，先修 missionE-1
[6] epi:epi_ef4d3841af77f5ce770ba49e :: 第 12 周用户提出 3 条修订：刘斌的复训优先、学员的 A 类别漏、晚点飞
[7] epi:epi_4638ba546adbce9922dc6a75 :: 第 4 周用户提出 3 条修订：刘斌的复训优先、学员的 A 类别漏、晚点飞",,,
